edition,year,player,country,position,goals,assists,penalties,matches_played,host,team_result,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
18,2006,Miroslav Klose,Germany,FW,5,0,0,7,Germany,Third place,4c891d1e-5e02-4226-b070-fd00d1c0af98,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
19,2010,Thomas Müller,Germany,FW,5,3,0,6,South Africa,Third place,dfe61a68-f46d-4f5e-b94e-63c9767c7c9c,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
20,2014,James Rodríguez,Colombia,FW,6,2,0,5,Brazil,Quarter-final,3bfb7a07-74c8-48bf-b88e-f2062add7aba,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
21,2018,Harry Kane,England,FW,6,0,0,6,Russia,Fourth place,0948ee69-86fb-4a62-bebf-f9686267bdfe,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
22,2022,Kylian Mbappé,France,FW,8,2,0,7,Qatar,Runner-up,4635abdb-8935-43c2-bf4b-7c1e1956b844,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
23,2026,Kylian Mbappé,France,FW,10,4,0,7,"USA, Mexico, Canada",Fourth place,22eb7680-830e-42fd-87c7-4883d32c93f5,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
23,2026,Lionel Messi,Argentina,FW,8,4,0,7,"USA, Mexico, Canada",Runner-up,fc4963cd-6cd5-4ef2-bbea-2d41a7257ebc,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
23,2026,Jude Bellingham,England,MF,7,1,0,7,"USA, Mexico, Canada",Third place,7866ef26-d179-42ef-841a-2fc3444b496e,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
23,2026,Erling Haaland,Norway,FW,7,0,0,6,"USA, Mexico, Canada",Group stage,a81ff113-1658-4ca6-b169-6bcf1ed1db7c,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
23,2026,Harry Kane,England,FW,6,1,0,7,"USA, Mexico, Canada",Third place,a5185ab7-7456-47ef-b1db-0c1e3249d747,2026-08-16T07:42:32.921212,wc_top_scorers.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
