team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Algeria,J,CAF,36,Vladimir Petkovic,Round of 16 (2014),No,39902fb0-1d36-4b78-8453-fc94b6823072,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Austria,J,UEFA,23,Ralf Rangnick,Third place (1954),No,e6775dc3-055b-4da5-8884-41ff24a14284,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Jordan,J,AFC,68,Hussain Ammouta,First appearance,Yes,f4160234-917f-4ff4-a41a-53030c4e86cc,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Portugal,K,UEFA,5,Roberto Martínez,"Semi-finals (1966,2006)",No,4eebc7ff-c7a3-4c81-922c-7cc26fe601cc,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
DR Congo,K,CAF,51,Sébastien Desabre,Group stage (1974),No,a27e7da1-b804-4292-b0cb-d4a4746049ba,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Uzbekistan,K,AFC,62,Srecko Katanec,First appearance,Yes,36d3d700-4f92-4974-a903-26b6e5a07157,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Colombia,K,CONMEBOL,13,Néstor Lorenzo,Quarter-finals (2014),No,1ffb14c9-0a7c-4c75-b4d2-a2990af6c874,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
England,L,UEFA,4,Thomas Tuchel,Winners (1966),No,fe80e148-883a-4fc3-95d7-d4e7fa5bde7f,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Croatia,L,UEFA,11,Zlatko Dalić,Runner-up (2018),No,481355e5-8eb0-4623-9664-2fb7cf10c921,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Ghana,L,CAF,65,Otto Addo,Quarter-finals (2010),No,3b19f69e-3b84-4884-874e-7eaf831c8af8,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
Panama,L,CONCACAF,53,Thomas Christiansen,Group stage (2018),No,1f8a8eea-0d60-4cc6-803f-da3ebf60b06e,2026-08-16T07:42:31.966358,wc_2026_teams.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
