team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Paraguay,D,CONMEBOL,64,Gustavo Alfaro,Quarter-finals (2010),No,80cf6457-793b-4c9e-ab90-cd1b1f9c24bf,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Australia,D,AFC,26,Tony Popovic,"Round of 16 (2006,2022)",No,2e388430-3531-46f5-ba2d-88090b566d49,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Türkiye,D,UEFA,42,Vincenzo Montella,Third place (2002),No,66d90cac-1f60-411c-8687-630dc8ad4d5c,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Germany,E,UEFA,10,Julian Nagelsmann,"Winners (1954,1974,1990,2014)",No,2a982e7e-ccb1-43ca-86b5-0a446c91c350,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Curaçao,E,CONCACAF,81,Dick Advocaat,First appearance,Yes,87f833d1-8876-4c36-a656-1068e2764106,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Ivory Coast,E,CAF,33,Emerse Faé,"Group stage (2006,2010,2014)",No,4e841bf0-af40-4a44-9263-d02c5a29a689,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Ecuador,E,CONMEBOL,24,Sebastián Beccacece,Round of 16 (2006),No,a2c59856-a219-4097-80db-264ee6bb0e2d,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Netherlands,F,UEFA,7,Ronald Koeman,"Runner-up (1974,1978,2010)",No,d44e8c59-6d0d-4bfa-94b1-192d2bb26b26,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Japan,F,AFC,18,Hajime Moriyasu,"Round of 16 (2002,2010,2018,2022)",No,eed1ec1c-8503-4d44-9636-cfa88e359410,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Sweden,F,UEFA,39,Jon Dahl Tomasson,Runner-up (1958),No,581c75b8-4eb7-41dd-ba5a-80f726401627,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Tunisia,F,CAF,40,Faouzi Benzarti,Group stage (6 apps),No,9337646c-08f3-40ba-8121-0bf8d83272b9,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Belgium,G,UEFA,9,Domenico Tedesco,Semi-finals (2018),No,38cf9acd-b60f-49f4-945d-f13ca4efe65a,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Egypt,G,CAF,29,Hossam El-Badry,Round of 16 (1934),No,370028b4-e3db-44e4-ac83-1dfdc33638fc,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Iran,G,AFC,21,Amir Ghalenoei,Group stage (6 apps),No,6d740608-6a52-499a-a93a-9378791b428e,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
New Zealand,G,OFC,95,Darren Bazeley,"Group stage (1982,2010)",No,705bafd0-a0f1-4d24-a485-0f02b1b12ff2,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Spain,H,UEFA,2,Luis de la Fuente,Winners (2010),No,5226a4a1-d204-48a5-a15b-32a78bb185a9,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Cape Verde,H,CAF,70,Pedro Brito,First appearance,Yes,75ae376e-518b-49ed-8613-aabe65994e75,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Saudi Arabia,H,AFC,57,Roberto Mancini,Round of 16 (1994),No,fe386a61-be42-4a38-b902-e4718316eae2,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Uruguay,H,CONMEBOL,17,Marcelo Bielsa,"Winners (1930,1950)",No,6d745408-d748-49fe-9637-05fc58cbfb49,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
France,I,UEFA,1,Didier Deschamps,"Winners (1998,2018)",No,23682157-3a27-42f8-908d-49720c9fad9e,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Senegal,I,CAF,14,Aliou Cissé,Quarter-finals (2002),No,00d0deca-bba4-4b75-8398-895c53e43b18,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Norway,I,UEFA,44,Ståle Solbakken,"Round of 16 (1994,1998)",No,5b7ce9b1-c532-474c-a7db-424c0dba3e1c,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Iraq,I,AFC,61,Graham Arnold,Group stage (1986),No,ba448026-a7e7-4052-9297-37527c93cfd5,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Argentina,J,CONMEBOL,3,Lionel Scaloni,"Winners (1978,1986,2022)",No,55a68d5c-bdd9-415c-8b32-acd1dfa88b44,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Algeria,J,CAF,36,Vladimir Petkovic,Round of 16 (2014),No,0a56da1e-ff6d-4034-8e85-5061ac290293,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Austria,J,UEFA,23,Ralf Rangnick,Third place (1954),No,0d45fc35-694c-434a-90b4-83720dd88482,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Jordan,J,AFC,68,Hussain Ammouta,First appearance,Yes,bc96825f-1bba-4fb7-922c-a5f838a2785d,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Portugal,K,UEFA,5,Roberto Martínez,"Semi-finals (1966,2006)",No,a5d12b5a-f0b9-408a-aba7-e238f9b260e3,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
DR Congo,K,CAF,51,Sébastien Desabre,Group stage (1974),No,0223f94c-ea82-41a1-91b6-813f6ce2c3ae,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Uzbekistan,K,AFC,62,Srecko Katanec,First appearance,Yes,238dcc9a-b122-4c80-bcbd-72754b0843c2,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Colombia,K,CONMEBOL,13,Néstor Lorenzo,Quarter-finals (2014),No,4ba22a82-96fb-4701-9511-97c72d2be770,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
England,L,UEFA,4,Thomas Tuchel,Winners (1966),No,22379872-f5a9-4629-a8f2-fdd80be7dd97,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Croatia,L,UEFA,11,Zlatko Dalić,Runner-up (2018),No,b2eda238-a77f-49fe-8120-8c5dd16ed001,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Ghana,L,CAF,65,Otto Addo,Quarter-finals (2010),No,46bf5058-5804-4801-ae36-af0371dd2938,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
Panama,L,CONCACAF,53,Thomas Christiansen,Group stage (2018),No,6efffbac-631c-48f4-a3db-d1a93d2b4278,2026-07-15T20:10:31.441773,wc_2026_teams.json,JSON,2d1aee6b-dfeb-415b-9968-aba30c977e75
