team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Sweden,F,UEFA,39,Jon Dahl Tomasson,Runner-up (1958),No,2c271aa2-4536-40e4-bbf0-d2511ce6440c,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Tunisia,F,CAF,40,Faouzi Benzarti,Group stage (6 apps),No,4d8f7ed2-5e0c-4449-ada2-f5f171d78453,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Belgium,G,UEFA,9,Domenico Tedesco,Semi-finals (2018),No,d9d8858d-f76c-4b88-a66c-04633a055f9a,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Egypt,G,CAF,29,Hossam El-Badry,Round of 16 (1934),No,dce3cb0a-4d22-49c0-a100-950576a1e461,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Iran,G,AFC,21,Amir Ghalenoei,Group stage (6 apps),No,f96c3a0d-d969-423b-bd76-3bdc1ec73ce6,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
New Zealand,G,OFC,95,Darren Bazeley,"Group stage (1982,2010)",No,e09b2607-0c4e-4005-a318-9259d8275562,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Spain,H,UEFA,2,Luis de la Fuente,Winners (2010),No,b5e77050-a617-40fa-b809-cae29fdfde0e,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Cape Verde,H,CAF,70,Pedro Brito,First appearance,Yes,d4de0a06-ee06-4568-811f-5b23630a9f74,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Saudi Arabia,H,AFC,57,Roberto Mancini,Round of 16 (1994),No,453214c7-f666-4b0f-b33f-ef4aca04f04a,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Uruguay,H,CONMEBOL,17,Marcelo Bielsa,"Winners (1930,1950)",No,34345038-c353-4644-a7ec-e4ab2073c8e0,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
France,I,UEFA,1,Didier Deschamps,"Winners (1998,2018)",No,252ebb9c-585e-4031-bfbd-2cdb1f5b78f0,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Senegal,I,CAF,14,Aliou Cissé,Quarter-finals (2002),No,47820562-90d7-48d7-86c7-3af444e56110,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Norway,I,UEFA,44,Ståle Solbakken,"Round of 16 (1994,1998)",No,270f0ddb-1c00-497b-8ba1-455413580cf4,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Iraq,I,AFC,61,Graham Arnold,Group stage (1986),No,457bcd62-bca6-4e81-91f5-5b6bf7df19ef,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Argentina,J,CONMEBOL,3,Lionel Scaloni,"Winners (1978,1986,2022)",No,9cbbf5db-85b0-4683-8939-670e96166d2c,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Algeria,J,CAF,36,Vladimir Petkovic,Round of 16 (2014),No,b6059df0-3e11-4648-be0c-7af9486a8ed8,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Austria,J,UEFA,23,Ralf Rangnick,Third place (1954),No,a516a5a7-2d02-448b-863d-f44c4356cb9b,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Jordan,J,AFC,68,Hussain Ammouta,First appearance,Yes,aac7c8ef-c685-486c-b1b5-5e30d69f4740,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Portugal,K,UEFA,5,Roberto Martínez,"Semi-finals (1966,2006)",No,500502b2-2d1e-4d75-bc7a-0ab9f10bc320,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
DR Congo,K,CAF,51,Sébastien Desabre,Group stage (1974),No,6965062c-fa3c-4c75-988d-8f9ce34e1ac4,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Uzbekistan,K,AFC,62,Srecko Katanec,First appearance,Yes,02d43494-53aa-49f1-a9de-000aeb675469,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Colombia,K,CONMEBOL,13,Néstor Lorenzo,Quarter-finals (2014),No,dea42661-9d50-45c0-b3ef-bcb2c5c23036,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
England,L,UEFA,4,Thomas Tuchel,Winners (1966),No,b43cffe4-0881-4865-8eb0-ed2fb1365ac4,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Croatia,L,UEFA,11,Zlatko Dalić,Runner-up (2018),No,26f51a54-00aa-449a-bf21-edb6a103e1d9,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Ghana,L,CAF,65,Otto Addo,Quarter-finals (2010),No,96c3ae0a-1d34-4a69-bc46-52ce56361650,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
Panama,L,CONCACAF,53,Thomas Christiansen,Group stage (2018),No,9e65d787-2f46-45b3-94f2-7b806dd08979,2026-08-18T15:31:13.944689,wc_2026_teams.json,JSON,de4e5ea5-edb1-4906-9eef-ab8c8e9d8353
