team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Iraq,I,AFC,61,Graham Arnold,Group stage (1986),No,e476a40e-e433-420d-a8b4-82f6781e971e,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Argentina,J,CONMEBOL,3,Lionel Scaloni,"Winners (1978,1986,2022)",No,b450909d-4aa1-4bd5-8336-1258db5cd899,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Algeria,J,CAF,36,Vladimir Petkovic,Round of 16 (2014),No,b5e21891-f51f-44f4-bb68-18a88acaa99b,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Austria,J,UEFA,23,Ralf Rangnick,Third place (1954),No,149ad1e1-1599-41ed-8f34-d7c6053adb12,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Jordan,J,AFC,68,Hussain Ammouta,First appearance,Yes,fad926c4-f2e6-41e3-a471-f9d0de8e4909,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Portugal,K,UEFA,5,Roberto Martínez,"Semi-finals (1966,2006)",No,f587dd23-5566-4da6-b696-189931683268,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
DR Congo,K,CAF,51,Sébastien Desabre,Group stage (1974),No,9feea5ea-afaa-4212-a1ae-e2afca4faeb6,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Uzbekistan,K,AFC,62,Srecko Katanec,First appearance,Yes,e1618dda-8f0d-4e10-858a-06f2f5cd072d,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Colombia,K,CONMEBOL,13,Néstor Lorenzo,Quarter-finals (2014),No,4d574d70-ffc5-477f-8fb5-b0a78b9719ec,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
England,L,UEFA,4,Thomas Tuchel,Winners (1966),No,9f8c92e3-eb55-44d3-8f2e-708f85a2f490,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Croatia,L,UEFA,11,Zlatko Dalić,Runner-up (2018),No,4e989384-d645-46c8-8ce1-174b014f1101,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Ghana,L,CAF,65,Otto Addo,Quarter-finals (2010),No,8c0d2fb4-fc28-4baf-830e-f1d84595f0b9,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
Panama,L,CONCACAF,53,Thomas Christiansen,Group stage (2018),No,f375904f-3c20-4aea-b6c5-6ec2efacfbba,2026-08-18T07:03:01.801408,wc_2026_teams.json,JSON,manual__2026-08-18T07:02:54.321103+00:00
