team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Iraq,I,AFC,61,Graham Arnold,Group stage (1986),No,5cbdc3e5-127e-43be-9e93-4a8ae2235b16,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Argentina,J,CONMEBOL,3,Lionel Scaloni,"Winners (1978,1986,2022)",No,f9f181ad-8648-4388-86d5-82812e12d985,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Algeria,J,CAF,36,Vladimir Petkovic,Round of 16 (2014),No,b873b55d-1438-4b23-9adc-c267edd5e114,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Austria,J,UEFA,23,Ralf Rangnick,Third place (1954),No,18b9fd36-06e0-46ed-8e7a-156e792d5eb0,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Jordan,J,AFC,68,Hussain Ammouta,First appearance,Yes,473358ee-c9c0-49e2-aa23-c238180f915d,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Portugal,K,UEFA,5,Roberto Martínez,"Semi-finals (1966,2006)",No,ef7c3969-4919-431e-812a-a2d689c58ca5,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
DR Congo,K,CAF,51,Sébastien Desabre,Group stage (1974),No,e2df8781-eb9c-4d8f-aff8-ec17bff0a8ed,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Uzbekistan,K,AFC,62,Srecko Katanec,First appearance,Yes,96b478fc-2aab-45dc-a2ae-b81152f22fa4,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Colombia,K,CONMEBOL,13,Néstor Lorenzo,Quarter-finals (2014),No,d57e4968-aa71-4caf-8097-d4a285fb1e6e,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
England,L,UEFA,4,Thomas Tuchel,Winners (1966),No,ffa73314-7df4-4bb2-b41b-eb303c202546,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Croatia,L,UEFA,11,Zlatko Dalić,Runner-up (2018),No,c2a71dfd-a205-47bc-97a0-0beb3fd50566,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Ghana,L,CAF,65,Otto Addo,Quarter-finals (2010),No,7faff965-a689-4d30-84b6-70bec41cfe1e,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
Panama,L,CONCACAF,53,Thomas Christiansen,Group stage (2018),No,e24a5718-0105-454e-9943-a0b0320aa2ac,2026-08-18T12:28:58.880292,wc_2026_teams.json,JSON,ebe3b807-d2d8-40c0-b202-60f947e7efea
