edition,year,player,country,position,goals,assists,penalties,matches_played,host,team_result,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
12,1982,Paolo Rossi,Italy,FW,6,0,0,7,Spain,Champions,6cbf9f1a-57cd-4429-b165-6bcce68d18c7,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
13,1986,Gary Lineker,England,FW,6,0,0,5,Mexico,Quarter-final,023b0a81-6804-4560-bf4e-f4b6fba21efa,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
14,1990,Salvatore Schillaci,Italy,FW,6,0,0,7,Italy,Third place,711cd6a4-3b08-4e90-8eda-c3f86551dccc,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
15,1994,Hristo Stoichkov,Bulgaria,FW,6,0,0,6,United States,Semi-final,ca73ebd8-e199-4208-a72f-0e57d190f443,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
16,1998,Davor Šuker,Croatia,FW,6,0,0,6,France,Third place,7d9afe7d-2f96-4216-9499-02b3f927ba7c,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
17,2002,Ronaldo,Brazil,FW,8,0,0,7,South Korea/Japan,Champions,978fde52-d2ba-4404-bbf6-58552d3e4aa4,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
18,2006,Miroslav Klose,Germany,FW,5,0,0,7,Germany,Third place,3cfe8179-7e1f-4f4b-a327-f71550e91400,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
19,2010,Thomas Müller,Germany,FW,5,3,0,6,South Africa,Third place,d5398fe2-a9bd-42f2-b73c-bfe79664d981,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
20,2014,James Rodríguez,Colombia,FW,6,2,0,5,Brazil,Quarter-final,347bd141-f7c8-499b-96af-9ffd3e6e4c6c,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
21,2018,Harry Kane,England,FW,6,0,0,6,Russia,Fourth place,a242ef56-cb77-4281-a40f-b31e07481e34,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
22,2022,Kylian Mbappé,France,FW,8,2,0,7,Qatar,Runner-up,26e2abfd-e7dc-410c-9f6e-73bd9a856a0a,2026-07-21T14:38:51.272687,wc_top_scorers.json,JSON,dce1a3d3-536f-420c-8fb5-d3d4a7eca3cd
