edition,year,player,country,position,goals,assists,penalties,matches_played,host,team_result,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
11,1978,Mario Kempes,Argentina,FW,6,0,0,7,Argentina,Champions,e9bef75a-1dba-468d-b4b7-e6a27818fa86,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
12,1982,Paolo Rossi,Italy,FW,6,0,0,7,Spain,Champions,751eb75a-cf97-4773-ada6-ed182c4c3d08,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
13,1986,Gary Lineker,England,FW,6,0,0,5,Mexico,Quarter-final,a2ae11c5-8b55-4196-a1fd-9efe3494533b,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
14,1990,Salvatore Schillaci,Italy,FW,6,0,0,7,Italy,Third place,dab4ab43-d9fa-49ad-a174-d784e69f0eec,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
15,1994,Hristo Stoichkov,Bulgaria,FW,6,0,0,6,United States,Semi-final,b81bad50-225d-4a64-bd0c-056940dcd18f,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
16,1998,Davor Šuker,Croatia,FW,6,0,0,6,France,Third place,325472cf-39dd-4fe1-9313-bfac3d2f1a80,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
17,2002,Ronaldo,Brazil,FW,8,0,0,7,South Korea/Japan,Champions,f2a6f7f4-1823-494f-9d5c-2321c3c4ac75,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
18,2006,Miroslav Klose,Germany,FW,5,0,0,7,Germany,Third place,ccc088c5-3b51-41e7-9666-70f356fc28e6,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
19,2010,Thomas Müller,Germany,FW,5,3,0,6,South Africa,Third place,6e886c93-a67a-4bde-bb2f-f1d968744a44,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
20,2014,James Rodríguez,Colombia,FW,6,2,0,5,Brazil,Quarter-final,e442fde9-b8e8-4c3c-b1a3-7e54e46d5cee,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
21,2018,Harry Kane,England,FW,6,0,0,6,Russia,Fourth place,8c118af0-ad7b-4519-b2f2-98d3ac37fd6a,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
22,2022,Kylian Mbappé,France,FW,8,2,0,7,Qatar,Runner-up,83351328-d785-47bc-93f1-08823a467c38,2026-07-15T20:13:24.917752,wc_top_scorers.json,JSON,aa48ac55-04a5-435e-afb2-3c15bbdfb4fc
